duracao,5,10,15,25,50,100,1000,10000
6,10.395704202217551,11.384862939965517,11.900645693830135,12.505242679959945,13.265624713614963,12.477210096972428,14.364847099349015,16.047313716705297
12,19.001605877240898,20.687222881051795,21.56046979317749,22.554988142173222,23.78382587661279,23.857934036184716,26.905171693438298,29.476723041097486
18,24.035735642022942,26.12875461479793,27.2111046548582,28.433712379360593,29.93657913200817,30.51523077168346,34.24079132785178,37.33242390270195
24,27.60750755226425,29.989582822138075,31.22029389252484,32.6047336043865,34.30202703961062,35.238657975397004,39.44549628752758,42.90613236548968
30,30.377989083292476,32.9842738359285,34.33006266177476,35.84002901513974,37.68813150165655,38.902432751586616,43.48257909337188,47.22943652475384
36,32.64163731704629,35.431114555884214,36.87092875420555,38.48345784157387,40.454780295006,41.89595471089575,46.781115921941065,50.761833227094144
42,34.55552462833812,37.49988890732557,39.019200425343584,40.71844506873046,42.79394851974893,44.42694146429884,49.569989072765594,53.748432083863996
48,36.2134092272876,39.291942763224355,40.88011799187219,42.654479066599784,44.82022820260845,46.619381914609285,51.98582088161687,56.33554168988187
54,37.67576708182834,40.87264628963035,42.52156361588627,44.36218207876125,46.607533550401385,48.5532514463945,54.116735556354556,58.61753408869862
60,38.983890758315816,42.28663377701477,43.98988676112211,45.889774477353015,48.20633266465437,50.28315669079889,56.02290368746116,60.65884584914602
90,45.85229935068917,49.86045185718776,51.93394386316324,54.28015455739487,57.1673355235659,59.786667158905345,67.20242172504217,73.39343581533423
120,50.725512800593414,55.234161303712284,57.57034207620214,60.23322396291489,63.5252682337963,66.52951514350363,75.13441600457315,82.4287711870757
150,54.505470815551305,59.4023341738837,61.942272183488804,64.85078332991495,68.4568639772724,71.75967436904006,81.28694875523738,89.43712177695552
180,57.59392139296677,62.807979383885275,65.51439917824327,68.62360404295674,72.48627109270782,76.03302561161007,86.31393404215416,95.1633611532639
210,60.20516914936629,65.68741138086784,68.53458951861535,71.81347850436788,75.89308626622633,79.64609260580694,90.56418954175804,100.00482756147977
240,62.46713484287102,68.1816888304098,71.15079739128217,74.57667344847677,78.84420380293821,82.77587359620836,94.24592832168514,104.19869652500537
270,64.46232998534012,70.38179746405827,73.4584562802844,77.01398412299861,81.44727395161935,85.53653607971654,97.49345207973518,107.89795111945213
300,66.2470928578289,72.34986170058122,75.52272749856883,79.19423281547681,83.77579954641433,88.00603282174478,100.39846107234936,111.2070471148852
330,67.86160726318198,74.1301923593514,77.39008795852087,81.16650766247076,85.88220716726954,90.23996435709623,103.02636136014254,114.20048856062351
360,69.33554343524438,75.7555069105828,79.0948544933233,82.96705352851862,87.80520666184975,92.27938406431481,105.42544635926616,116.9332864911936
390,70.69143327668317,77.25065136183385,80.66308768440452,84.62339516331471,89.57419471520953,94.15546833164001,107.63239062233308,119.44721689265747
420,71.94679119164388,78.63493890756536,82.11504483369538,86.15692798992976,91.21202183536825,95.89245105851168,109.67570185887004,121.77475289940946
450,73.11550145020226,79.9236797807542,83.46678460060997,87.58461289551866,92.73680240532585,97.50954328985124,111.57797910993037,123.94163708107341
480,74.2087568851486,81.12921635710731,84.7312527063622,88.92012293403863,94.16313937208014,99.02223204891308,113.35744063879713,125.96862186293505
510,75.23571250985381,82.26164390175926,85.91903791369236,90.1746417793766,95.50297700188817,100.4431847191581,115.0289878066426,127.87268138679813
540,76.20395202761773,83.32932499075578,87.03891159536443,91.35743360856048,96.76620952076128,101.78289453242127,116.60496439684718,129.6678764573818
570,77.1198280418849,84.33926466204382,88.09822122406172,92.47625869919767,97.96112497634,103.05015130260536,118.09571036572518,131.36598531982048
600,77.9887149001065,85.29738922727873,89.10318281364886,93.5376823010387,99.09473511555626,104.25239127444951,119.50997338946135,132.9769724528149
630,78.81519978401724,86.20875698773834,90.0591019357365,94.5473080699716,100.17302469427977,105.39596152661814,120.85521989645105,134.50934286559766
660,79.60322930545958,87.07771988604892,90.9705432736009,95.50995714803264,101.20114273641147,106.48632280980095,122.13787367725453,135.9704138985532
690,80.3562234888856,87.90804919508707,91.84146245527035,96.42980740330435,102.18355124337143,107.52820725921455,123.36350141075198,137.36652655607662
720,81.07716547752197,88.70303443728031,92.67530980840334,97.3105030140805,103.12414223099168,108.52574251701955,124.53695867637816,138.7032118291233
750,81.76867291506439,89.46556209745015,93.47511292093553,98.15524166803874,104.02633085903236,109.48255049998595,125.66250614012557,139.9853230426947
780,82.43305531896078,90.19817888853136,94.24354299948456,98.96684464887659,104.89313028435146,110.40182678434475,126.74390293944509,141.21714223058717
810,83.07236061999107,90.90314307092875,94.98296869740555,99.74781368860232,105.72721237967279,111.28640500052771,127.78448243442816,142.40246642357
840,83.6884132339215,91.58246643426287,95.69550014877541,100.50037747549163,106.53095740451018,112.13880951121641,128.78721417598203,143.54467823733916
870,84.28284544939379,92.23794890890488,96.38302527188009,101.22652999722308,107.30649495598769,112.96129884136394,129.75475499502573,144.64680406822492
900,84.85712349247986,92.87120730745173,97.04723991569,101.92806238108055,108.05573797446777,113.75590174255598,130.68949142704238,145.7115624190031
930,85.4125693158471,93.48369935171459,97.68967306138538,102.6065895113823,108.78041117120962,114.52444734170656,131.5935751776987,146.7414042977853
960,85.95037892742621,94.07674388380484,98.31170802144223,103.26357241960051,109.48207494122207,115.26859050161782,132.46895295590912,147.73854720086473
990,86.47163789783293,94.6515379662219,98.91460037564204,103.9003372280745,110.16214559532301,115.98983327790741,133.31739171483557,148.7050038647414
1020,86.97733455213142,95.20917142845677,99.4994932287724,104.51809126493846,110.82191257103008,116.68954317186284,134.14050012375458,149.6426067247278
1050,87.46837124887938,95.75063930443429,100.06743025606207,105.11793684249167,111.46255314798628,117.36896873675285,134.93974692664625,150.55302882721895
1080,87.94557406989533,96.2768525174533,100.61936691044446,105.70088309412236,112.08514508990321,118.029252985126,135.71647671395917,151.4378017953115
1110,88.40970118212431,96.7886471008451,101.15618009395929,106.26785618908028,112.69067755403186,118.67144495875115,136.47192353298735,152.29833133238506
1140,88.8614500841625,97.28679218874134,101.67867653914175,106.81970818475955,113.28006054548193,119.2965097553101,137.20722268283717,153.13591065775017
1170,89.30146391133414,97.77199696870434,102.18760010152567,107.35722472891845,113.854133143263,119.9053372524512,137.9234209770261,153.95173219677537
1200,89.7303369423841,98.24491675397624,102.68363812872889,107.88113178660056,114.41367068469818,120.49874972715425,138.62148570657334,154.74689779074455
1230,90.14861942611044,98.70615830582335,103.16742704297539,108.39210153630137,114.95939106258402,121.07750853412634,139.30231249617572,155.52242764582752
1260,90.55682182629485,99.15628451443587,103.63955725081654,108.8907575555335,115.4919602634217,121.64231997932288,139.96673221356303,156.27926820352735
1290,90.95541856708243,99.59581852897122,104.10057747506761,109.37767939614548,116.0119972538996,122.19384050226236,140.615517065749,157.01829908492033
1320,91.34485134773718,100.02524741274644,104.55099858868093,109.85340663359452,116.5200783055534,122.73268126250568,141.24938599436652,157.7403392364829
1350,91.72553208485321,100.44502538762471,104.99129701773113,110.3184424611224,117.01674083337932,123.25941221066243,141.8690094646234,158.44615238519128
1380,92.0978455311632,100.85557672178459,105.42191777035038,110.77325688886623,117.50248681251334,123.77456571191928,142.47501372786397,159.1364518940063
1410,92.46215161268579,101.25729830690062,105.84327713989194,111.21828959889449,117.97778582743621,124.27863977984663,143.06798462567932,159.81190509513507
1440,92.81878751979957,101.65056196397782,106.25576512348336,111.65395249964237,118.4430778001336,124.77210096972428,143.64847099349015,160.47313716705295
